"Symbol","Name","IPO date","Market cap","IPO book value","Last Close Price","Price over book %","Shares outstanding","Average trading volume","% traded","Action"
"HPX","HPX Corp. Class A","09/08/2020","$38,241,878","10.00","17.16","71.60","2,176,544","504,574","23.18%","Analyze"
"PONO","Pono Capital Corp Class A","10/08/2021","$135,381,009","10.00","15.75","57.50","12,251,675","120,427","0.98%","Analyze"
"CNTQ","Chardan NexTech Acquisition 2 Corp. Class A","08/24/2021","$87,581,872","10.00","14.00","40.00","6,255,848","94,431","1.51%","Analyze"
"RICO","Agrico Acquisition Corp. - Class A","12/28/2007","$0","10.00","13.36","33.60","14,518,750","25,738","0.18%","Analyze"
"IGNY","Ignyte Acquisition Corp.","03/12/2021","$95,101,875","10.00","13.05","30.50","7,287,500","177,660","2.44%","Analyze"
"SMIH","Summit Healthcare Acquisition Corp. Class A","07/30/2021","$604,878,287","10.00","13.00","30.00","20,000,000","108,644","0.54%","Analyze"
"LMAO","LMF Acquisition Opportunities Inc. - Class A","03/18/2021","$129,100,725","10.00","12.35","23.50","10,453,500","560,236","5.36%","Analyze"
"RACY","Relativity Acquisition Corp. - Class A","04/04/2022","$184,553,050","10.00","12.28","22.80","15,028,750","46,424","0.31%","Analyze"
"LJAQ","LightJump Acquisition Corporation","03/02/2021","$76,680,241","10.00","12.10","21.00","6,337,210","311,143","4.91%","Analyze"
"ARCK","Arbor Rapha Capital Bioholdings Corp. I Class A","01/28/2011","$0","10.00","12.05","20.50","61,332","24,465","39.89%","Analyze"
"BHSE","Bull Horn Holdings Corp.","12/17/2020","$61,141,147","10.00","11.95","19.50","5,116,414","1,176,367","22.99%","Analyze"
"LSPR","Larkspur Health Acquisition Corp. Class A","02/09/2022","$181,967,198","10.00","11.79","17.90","8,087,431","335","0.00%","Analyze"
"EBAC","European Biotech Acquisition Corp. - Class A","05/11/2021","$142,006,210","10.00","11.19","11.90","13,209,880","48,657","0.37%","Analyze"
"DHAC","Digital Health Acquisition Corp.","12/30/2021","$46,212,578","10.00","11.10","11.00","4,126,123","19,848","0.48%","Analyze"
"CLOE","Clover Leaf Capital Corp. - Class A","09/09/2021","$162,707,450","10.00","11.03","10.30","14,645,135","1,872","0.01%","Analyze"
"GRCY","Greencity Acquisition Corporation","08/28/2020","$20,578,272","10.00","10.91","9.10","1,870,752","2,803","0.15%","Analyze"
"VENA","Venus Acquisition Corporation","04/13/2021","$63,343,500","10.00","10.91","9.10","6,050,000","50,666","0.84%","Analyze"
"BRLI","Brilliant Acquisition Corporation","07/22/2020","$19,802,390","10.00","10.90","9.00","1,816,733","4,279","0.24%","Analyze"
"TINV","Tiga Acquisition Corp. Class A","01/14/2021","$300,840,000","10.00","10.90","9.00","27,600,000","531,706","1.93%","Analyze"
"EDTX","EdtechX Holdings Acquisition Corp. II - Class A","12/24/2019","$34,300,320","10.00","10.88","8.80","3,149,708","101","0.00%","Analyze"
"ACBA","Ace Global Business Acquisition Limited","05/21/2021","$65,564,820","10.00","10.81","8.10","6,054,000","1,330","0.02%","Analyze"
"MBTC","Nocturne Acquisition Corporation","05/03/2021","$57,500,064","10.00","10.81","8.10","5,324,080","5,809","0.11%","Analyze"
"ADOC","Edoc Acquisition Corp. - Class A","12/10/2020","$27,870,750","10.00","10.80","8.00","2,580,625","1,333","0.05%","Analyze"
"MEOA","Minority Equality Opportunities Acquisition Inc. Class A","10/17/2021","$137,687,344","10.00","10.79","7.90","12,808,125","2,505","0.02%","Analyze"
"JATT","JATT Acquisition Corp Class A","09/02/2021","$185,437,500","10.00","10.75","7.50","17,250,000","62,363","0.36%","Analyze"
"PTIC","PropTech Investment Corporation II Class A","01/25/2021","$149,040,000","10.00","10.75","7.50","23,000,000","36,317","0.16%","Analyze"
"TPBA","TPB Acquisition Corporation I Class A","10/01/2021","$196,595,659","10.00","10.75","7.50","18,036,299","51,178","0.28%","Analyze"
"TETE","Technology & Telecommunication Acquisition Corporation - Class A","02/01/2001","$39,293,020","10.00","10.74","7.40","3,658,568","3,404","0.09%","Analyze"
"BMAQ","Blockchain Moon Acquisition Corp.","11/04/2021","$156,197,192","10.00","10.72","7.20","14,805,000","6,337","0.04%","Analyze"
"CENQ","CENAQ Energy Corp. Class A","10/04/2021","$217,852,673","10.00","10.72","7.20","20,927,250","54,761","0.26%","Analyze"
"BWAC","Better World Acquisition Corp.","12/28/2020","$82,703,617","10.00","10.71","7.10","7,700,523","961","0.01%","Analyze"
"KACL","Kairous Acquisition Corp. Limited","01/20/2022","$47,686,559","10.00","10.71","7.10","4,435,959","8,608","0.19%","Analyze"
"ACAQ","Athena Consumer Acquisition Corp. Class A","12/10/2021","$257,442,000","10.00","10.70","7.00","24,060,000","1,380","0.01%","Analyze"
"AVHI","Achari Ventures Holdings Corp. I","11/17/2021","$133,750,000","10.00","10.70","7.00","12,500,000","100","0.00%","Analyze"
"PBAX","Phoenix Biotech Acquisition Corp.","11/26/2021","$196,903,350","10.00","10.70","7.00","18,385,000","4,685","0.03%","Analyze"
"MCAA","Mountain & Co. I Acquisition Corp. Class A","01/17/2002","$245,870,000","10.00","10.69","6.90","23,000,000","45,626","0.20%","Analyze"
"OXAC","Oxbridge Acquisition Corp. Class A","09/30/2021","$13,976,455","10.00","10.68","6.80","1,301,952","8,983","0.69%","Analyze"
"DKDCA","Data Knights Acquisition Corp. - Class A","06/23/2021","$159,326,929","10.00","10.67","6.70","14,960,275","2,713","0.02%","Analyze"
"CFFE","CF Acquisition Corp. VIII Class A","05/03/2021","$37,276,394","10.00","10.65","6.50","3,500,098","4,758","0.14%","Analyze"
"OTEC","OceanTech Acquisitions I Corp. Class A","07/19/2021","$111,071,619","10.00","10.65","6.50","10,429,260","1,296","0.01%","Analyze"
"IOAC","Innovative International Acquisition Corp. Class A","01/03/2022","$256,239,000","10.00","10.64","6.40","24,060,000","8,942","0.04%","Analyze"
"NOVV","Nova Vision Acquisition Corp.","09/30/2021","$79,991,520","10.00","10.64","6.40","7,518,000","417","0.01%","Analyze"
"MAQC","Maquia Capital Acquisition Corporation - Class A","06/07/2021","$43,792,122","10.00","10.63","6.30","4,123,552","4,120","0.10%","Analyze"
"MTRY","Monterey Bio Acquisition Corporation","11/22/2021","$52,272,021","10.00","10.63","6.30","4,894,384","23,080","0.47%","Analyze"
"CLAY","Chavant Capital Acquisition Corp.","08/13/2021","$30,918,256","10.00","10.62","6.20","2,953,033","789","0.03%","Analyze"
"ONYX","Onyx Acquisition Co. I - Class A","12/10/2021","$348,809,375","10.00","10.62","6.20","33,062,500","2,248","0.01%","Analyze"
"LGST","Semper Paratus Acquisition Corporation Class A","01/03/2022","$390,057,500","10.00","10.61","6.10","35,950,000","6,712","0.02%","Analyze"
"KWAC","Kingswood Acquisition Corp. Class A","02/17/2021","$0","10.00","10.60","6.00","1,463,256","100","0.01%","Analyze"
"ATA","Americas Technology Acquisition Corp.","01/28/2021","$75,552,110","10.00","10.59","5.90","7,137,658","265","0.00%","Analyze"
"PPHP","PHP Ventures Acquisition Corp. Class A","06/24/2016","$78,999,052","10.00","10.59","5.90","7,480,900","3,036","0.04%","Analyze"
"GGAA","Genesis Growth Tech Acquisition Corp. - Class A","01/31/2022","$268,686,000","10.00","10.58","5.80","25,300,000","47,960","0.19%","Analyze"
"IRRX","Integrated Rail and Resources Acquisition Corp.","01/03/2022","$243,340,000","10.00","10.58","5.80","23,000,000","48,514","0.21%","Analyze"
"GIA","GigCapital 5, Inc.","11/04/2021","$311,995,200","10.00","10.56","5.60","29,545,000","46,553","0.16%","Analyze"
"IFIN","InFinT Acquisition Corporation Class A","01/10/2022","$101,211,560","10.00","10.56","5.60","9,584,428","22,752","0.24%","Analyze"
"COVA","COVA Acquisition Corp. - Class A","03/30/2021","$0","10.00","10.55","5.50","30,000,000","43,352","0.14%","Analyze"
"NCAC","Newcourt Acquisition Corp Class A","12/10/2021","$275,777,000","10.00","10.55","5.50","26,140,000","1,823","0.01%","Analyze"
"WINV","WinVest Acquisition Corp.","10/04/2021","$121,440,000","10.00","10.55","5.50","11,500,000","944","0.01%","Analyze"
"ENCP","Energem Corp Class A","01/10/2022","$126,775,911","10.00","10.54","5.40","12,028,075","1,300","0.01%","Analyze"
"TOAC","Talon 1 Acquisition Corp. - Class A","12/30/2021","$241,730,000","10.00","10.54","5.40","23,000,000","210,924","0.92%","Analyze"
"CITE","Cartica Acquisition Corp Class A","02/24/2022","$241,960,000","10.00","10.53","5.30","23,000,000","52,238","0.23%","Analyze"
"GVCI","Green Visor Financial Technology Acquisition Corp. I Class A","12/30/2021","$210,505,200","10.00","10.53","5.30","20,010,000","111,392","0.56%","Analyze"
"HHGC","HHG Capital Corporation","11/11/2021","$78,134,650","10.00","10.53","5.30","7,477,000","1,290","0.02%","Analyze"
"JWAC","Jupiter Wellness Acquisition Corp. Class A","01/07/2022","$155,431,850","10.00","10.53","5.30","14,705,000","22,763","0.15%","Analyze"
"PLAO","Patria Latin American Opportunity Acquisition Corp. - Class A","05/04/2022","$242,190,000","10.00","10.53","5.30","23,000,000","3,732","0.02%","Analyze"
"SPCM","Sound Point Acquisition Corp I, Ltd - Class A","04/22/2022","$272,722,500","10.00","10.53","5.30","25,875,000","111,869","0.43%","Analyze"
"TRON","Corner Growth Acquisition Corp. 2 - Class A","08/23/2011","$83,418,449","10.00","10.53","5.30","7,929,435","3,416","0.04%","Analyze"
"VMCA","Valuence Merger Corp. I - Class A","04/22/2022","$231,324,711","10.00","10.53","5.30","22,009,963","127,685","0.58%","Analyze"
"APCA","AP Acquisition Corp Class A","04/24/2018","$181,470,000","10.00","10.52","5.20","17,250,000","52,831","0.31%","Analyze"
"FRLA","Fortune Rise Acquisition Corporation Class A","12/27/2021","$109,668,429","10.00","10.52","5.20","10,336,327","1,221","0.01%","Analyze"
"GOGN","GoGreen Investments Corporation Class A","12/13/2021","$304,396,200","10.00","10.52","5.20","28,935,000","232,966","0.81%","Analyze"
"TGR","Kimbell Tiger Acquisition Corporation Class A","03/28/2022","$241,986,300","10.00","10.52","5.20","23,002,500","128,913","0.56%","Analyze"
"BFAC","Battery Future Acquisition Corp.","02/03/2022","$361,560,000","10.00","10.51","5.10","34,500,000","189,173","0.55%","Analyze"
"FEXD","Fintech Ecosystem Development Corp. Class A","01/11/2022","$121,803,337","10.00","10.51","5.10","11,557,500","21,109","0.18%","Analyze"
"ICNC","Iconic Sports Acquisition Corp. Class A","12/13/2021","$362,595,000","10.00","10.51","5.10","34,500,000","165,785","0.48%","Analyze"
"WNNR","Andretti Acquisition Corp.","03/07/2022","$241,730,000","10.00","10.51","5.10","23,000,000","141,816","0.62%","Analyze"
"CNGL","Canna-Global Acquisition Corp. Class A","01/20/2022","$250,878,350","10.00","10.50","5.00","23,802,500","142,381","0.60%","Analyze"
"ESAC","ESGEN Acquisition Corporation Class A","12/13/2021","$289,800,000","10.00","10.50","5.00","27,600,000","11,546","0.04%","Analyze"
"GBRG","Goldenbridge Acquisition Limited","04/16/2021","$37,684,511","10.00","10.50","5.00","3,561,863","4,045","0.11%","Analyze"
"IVCA","Investcorp India Acquisition Corp. Class A ordinary share","06/29/2022","$271,687,500","10.00","10.50","5.00","25,875,000","71,532","0.28%","Analyze"
"PFDR","Pathfinder Acquisition Corporation Class A","04/09/2021","$327,707,250","10.00","10.50","5.00","32,500,000","3,119","0.01%","Analyze"
"VSAC","Vision Sensing Acquisition Corp. Class A","12/23/2021","$106,260,000","10.00","10.50","5.00","10,120,000","13,876","0.14%","Analyze"
"WEL","Integrated Wellness Acquisition Corp","01/18/2022","$120,750,000","10.00","10.50","5.00","11,500,000","68,223","0.59%","Analyze"
"AIB","AIB Acquisition Corporation Class A","12/24/2019","$95,416,778","10.00","10.49","4.90","9,095,975","19,172","0.21%","Analyze"
"APXI","APx Acquisition Corp. I Class A Ordinary Share","01/26/2022","$181,470,000","10.00","10.49","4.90","17,250,000","2,605","0.02%","Analyze"
"FATP","Fat Projects Acquisition Corp Class A","12/03/2021","$58,123,479","10.00","10.49","4.90","5,556,738","34,799","0.63%","Analyze"
"FXCO","Financial Strategies Acquisition Corp. Class A","01/10/2022","$114,597,887","10.00","10.49","4.90","10,903,700","300","0.00%","Analyze"
"GEEX","Games & Esports Experience Acquisition Corp. - Class A","01/24/2022","$210,000,000","10.00","10.49","4.90","20,000,000","8,380","0.04%","Analyze"
"LIBY","Liberty Resources Acquisition Corp. Class A","12/27/2021","$126,317,888","10.00","10.49","4.90","12,030,275","96,210","0.80%","Analyze"
"NETC","Nabors Energy Transition Corp. Class A","01/07/2022","$289,535,040","10.00","10.49","4.90","27,600,000","144,135","0.52%","Analyze"
"PHYT","Pyrophyte Acquisition Corp. Class A","12/17/2021","$211,111,250","10.00","10.49","4.90","20,125,000","110,728","0.55%","Analyze"
"REVE","Alpine Acquisition Corporation","10/21/2021","$142,004,000","10.00","10.49","4.90","13,550,000","158,518","1.17%","Analyze"
"UPTD","TradeUP Acquisition Corp.","09/07/2021","$24,440,861","10.00","10.49","4.90","2,329,920","7,912","0.34%","Analyze"
"AFAR","Aura FAT Projects Acquisition Corp - Class A","06/02/2022","$117,722,016","10.00","10.48","4.80","11,308,551","35,751","0.32%","Analyze"
"APAC","StoneBridge Acquisition Corporation Class A","09/07/2021","$209,600,000","10.00","10.48","4.80","20,000,000","2,833","0.01%","Analyze"
"ASPA","Abri SPAC I, Inc.","09/02/2021","$78,201,739","10.00","10.48","4.80","7,461,998","503","0.01%","Analyze"
"DISA","Disruptive Acquisition Corporation I Class A","05/23/2017","$359,906,250","10.00","10.48","4.80","34,375,000","6,567","0.02%","Analyze"
"GENQ","Genesis Unicorn Capital Corp. - Class A","04/07/2022","$61,847,715","10.00","10.48","4.80","5,867,515","200","0.00%","Analyze"
"NUBI","Nubia Brand International Corp. - Class A","05/01/2022","$130,847,015","10.00","10.48","4.80","12,473,500","7,436","0.06%","Analyze"
"SHUA","SHUAA Partners Acquisition Corp I - Class A","04/22/2022","$113,865,200","10.00","10.48","4.80","10,865,000","94,676","0.87%","Analyze"
"ALSA","Alpha Star Acquisition Corporation","07/10/2012","$153,726,495","10.00","10.47","4.70","14,675,000","45,766","0.31%","Analyze"
"CHEA","Chenghe Acquisition Co. Class A Ordinary Share","10/19/2007","$120,807,500","10.00","10.47","4.70","11,500,000","10,986","0.10%","Analyze"
"DMAQ","Deep Medicine Acquisition Corp. Class A","12/02/2021","$48,763,744","10.00","10.47","4.70","4,613,410","151","0.00%","Analyze"
"DSAQ","Direct Selling Acquisition Corp.","11/12/2021","$240,810,000","10.00","10.47","4.70","23,000,000","412,909","1.80%","Analyze"
"HNRA","HNR Acquisition Corp","02/10/2022","$121,779,188","10.00","10.47","4.70","11,631,250","1,479","0.01%","Analyze"
"PWUP","PowerUp Acquisition Corp. - Class A","04/10/2022","$301,300,000","10.00","10.47","4.70","28,750,000","133,775","0.47%","Analyze"
"THCA","Tuscan Holdings Corp. II","07/30/2019","$0","10.00","10.47","4.70","7,355,601","310","0.00%","Analyze"
"TLGY","TLGY Acquisition Corporation Class A Ordinary Share","01/21/2022","$240,580,000","10.00","10.47","4.70","23,000,000","2,966","0.01%","Analyze"
"DTOC","Digital Transformation Opportunities Corp. Class A","04/30/2021","$345,172,500","10.00","10.46","4.60","33,350,000","18,268","0.05%","Analyze"
"FRBN","Forbion European Acquisition Corp. Class A","01/31/2022","$132,572,000","10.00","10.46","4.60","12,650,000","18,141","0.14%","Analyze"
"HCMA","HCM Acquisition Corp Class A","03/14/2022","$299,862,500","10.00","10.46","4.60","28,750,000","42,418","0.15%","Analyze"
"LATG","LatAmGrowth SPAC Class A","03/16/2022","$135,720,000","10.00","10.46","4.60","13,000,000","125,716","0.97%","Analyze"
"MSSA","Metal Sky Star Acquisition Corporation","05/30/2022","$153,814,300","10.00","10.46","4.60","14,705,000","4,374","0.03%","Analyze"
"RRAC","Rigel Resource Acquisition Corp. Class A","12/27/2021","$313,800,000","10.00","10.46","4.60","30,000,000","199,101","0.66%","Analyze"
"BPAC","Bullpen Parlay Acquisition Company Class A Ordinary Share","01/24/2022","$240,350,000","10.00","10.45","4.50","23,000,000","20,554","0.09%","Analyze"
"BRAC","Broad Capital Acquisition Corp","10/25/2017","$31,434,327","10.00","10.45","4.50","2,990,897","1,040","0.03%","Analyze"
"IMAQ","International Media Acquisition Corp. Class A","08/16/2021","$89,374,989","10.00","10.45","4.50","8,520,018","3,908","0.05%","Analyze"
"IVCB","Investcorp Europe Acquisition Corp I Class A","02/02/2022","$360,870,000","10.00","10.45","4.50","34,500,000","241,083","0.70%","Analyze"
"MNTN","Everest Consolidator Acquisition Corporation","01/14/2022","$180,176,250","10.00","10.45","4.50","17,250,000","124,731","0.72%","Analyze"
"OXUS","Oxus Acquisition Corp. Class A","10/06/2021","$183,573,000","10.00","10.45","4.50","17,550,000","4,930","0.03%","Analyze"
"PCCT","Perception Capital Corp. II Class A","12/20/2021","$243,110,000","10.00","10.45","4.50","23,000,000","1,853","0.01%","Analyze"
"SHAP","Spree Acquisition Corp. 1 Limited","02/07/2022","$208,200,000","10.00","10.45","4.50","20,000,000","210,949","1.05%","Analyze"
"FTII","FutureTech II Acquisition Corp. - Class A","04/08/2022","$126,811,534","10.00","10.44","4.40","12,135,075","12,389","0.10%","Analyze"
"LFAC","LF Capital Acquisition Corp. II Class A","06/29/2018","$336,545,063","10.00","10.44","4.40","32,143,750","116,791","0.36%","Analyze"
"PIAI","Prime Impact Acquisition I Class A","11/02/2020","$155,442,588","10.00","10.44","4.40","14,896,271","7,443","0.05%","Analyze"
"SAGA","Sagaliam Acquisition Corp. Class A","02/10/2022","$126,878,400","10.00","10.44","4.40","12,015,000","1,374","0.01%","Analyze"
"TRAQ","Trine II Acquisition Corp. Class A","12/27/2021","$432,216,000","10.00","10.44","4.40","41,400,000","108,643","0.26%","Analyze"
"ADRT","Ault Disruptive Technologies Corporation","02/07/2022","$29,986,250","10.00","10.43","4.30","2,875,000","7,741","0.27%","Analyze"
"CCTS","Cactus Acquisition Corp. 1 Limited - Class A","12/30/2021","$132,066,000","10.00","10.43","4.30","12,650,000","217,899","1.72%","Analyze"
"CREC","Crescera Capital Acquisition Corp Class A","01/10/2022","$209,903,750","10.00","10.43","4.30","20,125,000","42,443","0.21%","Analyze"
"EVE","EVe Mobility Acquisition Corp","12/17/2010","$272,509,500","10.00","10.43","4.30","26,140,000","124,444","0.48%","Analyze"
"GTAC","Global Technology Acquisition Corp. I - Class A","12/17/2021","$209,000,000","10.00","10.43","4.30","20,000,000","20,613","0.10%","Analyze"
"LGVC","LAMF Global Ventures Corp. I Class A","12/30/2021","$275,414,580","10.00","10.43","4.30","26,406,000","155,069","0.59%","Analyze"
"RCFA","RCF Acquisition Corp.","12/31/2021","$239,890,000","10.00","10.43","4.30","23,000,000","243,087","1.06%","Analyze"
"SCUA","Sculptor Acquisition Corp I Class A","01/31/2022","$239,890,000","10.00","10.43","4.30","23,000,000","121,462","0.53%","Analyze"
"SVNA","7 Acquisition Corporation - Class A","12/23/2021","$239,890,000","10.00","10.43","4.30","23,000,000","119,743","0.52%","Analyze"
"ADAL","Anthemis Digital Acquisitions I Corp Class A","12/27/2021","$239,890,000","10.00","10.42","4.20","23,000,000","263,595","1.15%","Analyze"
"DECA","Denali Capital Acquisition Corp. Class A","02/17/2006","$91,585,800","10.00","10.42","4.20","8,760,000","9,529","0.11%","Analyze"
"ENTF","Enterprise 4.0 Technology Acquisition Corp. Class A","12/09/2021","$320,204,070","10.00","10.42","4.20","30,700,000","160,518","0.52%","Analyze"
"EVGR","Evergreen Corporation - Class A","04/01/2022","$125,498,975","10.00","10.42","4.20","12,032,500","710","0.01%","Analyze"
"FLYA","SOAR Technology Acquisition Corp. Class A","11/08/2021","$239,430,000","10.00","10.42","4.20","23,000,000","1,936,201","8.42%","Analyze"
"GDNR","Gardiner Healthcare Acquisitions Corp.","01/13/2022","$112,448,438","10.00","10.42","4.20","10,781,250","10,895","0.10%","Analyze"
"NFNT","Infinite Acquisition Corp.","01/10/2022","$287,592,000","10.00","10.42","4.20","27,600,000","38,074","0.14%","Analyze"
"PGSS","Pegasus Digital Mobility Acquisition Corp. Class A","12/13/2021","$234,450,000","10.00","10.42","4.20","22,500,000","93,433","0.42%","Analyze"
"ROC","ROC Energy Acquisition Corp.","12/29/2021","$280,055,930","10.00","10.42","4.20","26,851,000","150,566","0.56%","Analyze"
"TGAA","Target Global Acquisition I Corp. Class A Ordinary Share","01/31/2022","$224,244,581","10.00","10.42","4.20","21,489,658","80,016","0.37%","Analyze"
"BIOS","BioPlus Acquisition Corp. Class A","12/17/2019","$245,730,800","10.00","10.41","4.10","23,560,000","43,745","0.19%","Analyze"
"BOCN","Blue Ocean Acquisition Corp - Class A","01/24/2022","$197,719,500","10.00","10.41","4.10","18,975,000","146,638","0.77%","Analyze"
"CBRG","Chain Bridge I Class A","01/11/2019","$239,890,000","10.00","10.41","4.10","23,000,000","3,562","0.02%","Analyze"
"CMCA","Capitalworks Emerging Markets Acquisition Corp Class A","01/21/2022","$238,970,000","10.00","10.41","4.10","23,000,000","45,805","0.20%","Analyze"
"CXAC","C5 Acquisition Corporation Class A","02/28/2022","$374,109,375","10.00","10.41","4.10","35,937,500","160,560","0.45%","Analyze"
"FGMC","FG Merger Corp.","04/18/2022","$105,996,121","10.00","10.41","4.10","10,157,750","11,283","0.11%","Analyze"
"HAIA","Healthcare AI Acquisition Corp. Class A","01/31/2022","$224,464,594","10.00","10.41","4.10","21,562,401","399,841","1.85%","Analyze"
"HMA","Heartland Media Acquisition Corp. Class A","03/13/2022","$200,360,552","10.00","10.41","4.10","19,246,931","127,165","0.66%","Analyze"
"KCGI","Kensington Capital Acquisition Corp. V Class A","10/04/2021","$287,178,000","10.00","10.41","4.10","27,600,000","189,344","0.69%","Analyze"
"KNSW","KnightSwan Acquisition Corporation","01/20/2022","$240,580,000","10.00","10.41","4.10","23,000,000","130,539","0.57%","Analyze"
"LIVB","LIV Capital Acquisition Corp. II Class A","03/08/2022","$121,208,400","10.00","10.41","4.10","11,610,000","2,646","0.02%","Analyze"
"PRLH","Pearl Holdings Acquisition Corp Class A","02/03/2022","$208,800,000","10.00","10.41","4.10","20,000,000","212,959","1.06%","Analyze"
"VHNA","Vahanna Tech Edge Acquisition I Corp. Class A","01/13/2022","$209,504,700","10.00","10.41","4.10","20,010,000","13,636","0.07%","Analyze"
"ASCB","A SPAC II Acquisition Corp.","05/30/2022","$211,120,000","10.00","10.40","4.00","20,300,000","310,275","1.53%","Analyze"
"AVAC","Avalon Acquisition Inc. - Class A","12/03/2021","$216,894,600","10.00","10.40","4.00","20,855,250","210,906","1.01%","Analyze"
"DPCS","DP Cap Acquisition Corp I - Class A","12/30/2021","$240,005,000","10.00","10.40","4.00","23,000,000","83,604","0.36%","Analyze"
"FNVT","Finnovate Acquisition Corp. Class A","12/08/2021","$181,134,000","10.00","10.40","4.00","17,400,000","1,871","0.01%","Analyze"
"GDST","Goldenstone Acquisition Limited","04/14/2022","$79,001,000","10.00","10.40","4.00","7,596,250","4,510","0.06%","Analyze"
"HORI","Emerging Markets Horizon Corp. Class A","01/31/2022","$297,850,000","10.00","10.40","4.00","28,750,000","39,465","0.14%","Analyze"
